{'Smoking': 'Smoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 1.3229999999999999e-05
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.010585080000000002
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0026462700000000005
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.20111652
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.05027913
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0012224520000000002
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0005239080000000001
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.4948000000000006e-05
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 1.0692000000000004e-05
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0008820900000000002
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.007938810000000001
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.01675971
{'Smoking': 'Smoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.15083739000000002
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 6.615e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 7.350000000000002e-08
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 1.3500000000000002e-08
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 1.5000000000000002e-09
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 1.25685e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 1.3965e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.565e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.8499999999999997e-08
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 1.2004999999999998e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 5.144999999999999e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.45e-08
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 1.05e-08
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 2.2809499999999996e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 9.775499999999998e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 4.654999999999999e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 1.9949999999999995e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 6.54885e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 7.2765000000000006e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 1.3365000000000002e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 1.4850000000000004e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 5.643e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 1.41075e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.00107217
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0002680425
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.00011884950000000001
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 5.09355e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.4255e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 1.0395e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 1.6458750000000002e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.00014812875000000001
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.00031271625
{'Smoking': 'NoSmoking', 'VisitAsia': 'Visit', 'LungCancer': 'Absent', 'Bronchitis': 'Absent', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.00281444625
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 1.30977e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 1.4553e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.673e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.9700000000000005e-08
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0012966723
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0001440747
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 2.64627e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.9403e-06
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Present', 'Tuberculosis': 'Absent', 'Tb_or_Ca': 'False', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 2.3769899999999998e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 1.01871e-05
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'True'} Probability: 4.851e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'True', 'XRay': 'Normal', 'Dyspnea': 'False'} Probability: 2.0790000000000003e-07
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'True'} Probability: 0.0
{'Smoking': 'NoSmoking', 'VisitAsia': 'NoVisit', 'LungCancer': 'Present', 'Bronchitis': 'Absent', 'Tuberculosis': 'Present', 'Tb_or_Ca': 'False', 'XRay': 'Abnormal', 'Dyspnea': 'False'} Probability: 0.0
